"treat","age","educ","black","hispanic","married","nodegree","RE74s","RE75s","age2","educ2","age_educ","RE74_2","RE75_2","RE74_RE75","y"
0,51,11,0,0,0,1,0.04898167,3.813387,2601,121,561,0.0023992039959889,14.541920411769,0.18678606361629,1525.014
0,28,13,0,0,0,0,5.260631,3.790113,784,169,364,27.674238518161,14.364956552769,19.938385941303,9253.524
0,24,15,0,0,0,0,12.74699,3.743565,576,225,360,162.4857540601,14.014278909225,47.71918561935,0
0,28,8,0,1,1,1,8.305332,3.7185,784,64,224,68.978539630224,13.82724225,30.883377042,0
0,20,11,0,0,1,1,5.822941,3.532306,400,121,220,33.906641889481,12.477185677636,20.568409431946,11075.56
0,29,12,0,0,1,0,14.28893,3.503661,841,144,348,204.1735205449,12.275640402921,50.06356677273,8133.407
0,23,12,0,0,1,0,14.34771,3.482177,529,144,276,205.8567822441,12.125556659329,49.96126576467,3818.445
0,20,11,1,0,0,1,0,3.480387,400,121,220,0,12.113093669769,0,5495.665
0,42,7,0,0,1,1,4.324102,3.457113,1764,49,294,18.697858106404,11.951630294769,14.948909237526,9856.436
0,43,12,0,0,1,0,14.32812,3.453532,1849,144,516,205.2950227344,11.926883275024,49.48262091984,18781.9
0,27,13,0,0,0,0,16.4069,3.426677,729,169,351,269.18636761,11.742115262329,56.2211468713,5344.937
0,27,4,0,1,1,1,0.6269654,3.410565,729,16,108,0.39308561279716,11.631953619225,2.138306249451,3367.739
0,25,12,0,0,1,0,21.46965,3.405194,625,144,300,460.9458711225,11.595346177636,73.1083233621,7981.201
0,18,12,0,0,0,0,4.72967,3.32821,324,144,216,22.3697783089,11.0769818041,15.7413349907,12602.05
0,31,16,0,0,1,0,25.86232,3.254806,961,256,496,668.8595957824,10.593762097636,84.17683430992,25564.67
0,27,12,0,0,1,0,4.043927,3.231532,729,144,324,16.353345581329,10.442799067024,13.068079506164,7240.86
0,18,11,0,0,0,1,0,3.226161,324,121,198,0,10.408114797921,0,15814.63
0,24,7,0,0,1,1,7.860578,3.213629,576,49,168,61.788686494084,10.327411349641,25.260981417562,0
0,23,12,0,0,1,0,7.85666,3.213629,529,144,276,61.7271063556,10.327411349641,25.24839041914,5535.564
0,50,12,0,0,1,0,19.92966,3.190355,2500,144,600,397.1913477156,10.178365026025,63.5826904293,18597.19
0,19,12,0,0,0,0,0.09992261,3.172452,361,144,228,0.0099845279892121,10.064451692304,0.31699968393972,15436.33
0,23,10,0,0,1,1,15.81128,3.145597,529,100,230,249.9965752384,9.894780486409,49.73591493416,6398.556
0,51,12,0,0,1,0,21.00138,3.140226,2601,144,612,441.0579619044,9.861019331076,65.94907951188,16015.6
0,19,11,1,0,0,1,5.607422,3.05429,361,121,209,31.443181486084,9.3286874041,17.12669294038,94.5745
0,20,10,0,0,1,1,3.09956,2.970145,400,100,200,9.6072721936,8.821761321025,9.2061426362,21141.83
0,20,11,0,1,0,1,2.868367,2.968355,400,121,220,8.227529246689,8.811131406025,8.514331526285,7403.41
0,21,12,0,0,0,0,8.128998,2.93971,441,144,252,66.080608484004,8.6418948841,23.89689671058,0
0,39,10,0,0,1,1,0,2.886,1521,100,390,0,8.328996,0,18761.22
0,36,5,0,0,0,1,3.814692,2.873468,1296,25,180,14.551875054864,8.256818347024,10.961395391856,2751.527
0,19,9,1,0,0,1,1.079556,2.873468,361,81,171,1.165441157136,8.256818347024,3.102069620208,14344.29
0,42,6,0,1,1,1,2.425572,2.83229,1764,36,252,5.883399527184,8.0218666441,6.86992331988,1907.745
0,20,7,0,0,0,1,1.902448,2.792903,400,49,140,3.619308392704,7.800307167409,5.313352726544,6098.578
0,23,12,0,0,1,0,4.954986,2.771419,529,144,276,24.551886260196,7.680763273561,13.732342345134,0
0,35,12,0,0,1,0,1.46945,2.7195,1225,144,420,2.1592833025,7.39568025,3.996169275,0
0,18,12,0,0,0,0,0.8816701,2.696226,324,144,216,0.77734216523401,7.269634643076,2.3771818470426,12120.31
0,43,8,0,0,1,1,18.33874,2.674742,1849,64,344,336.3093847876,7.154244766564,49.05139810508,6395.601
0,37,14,0,0,1,0,18.50136,2.638935,1369,196,518,342.3003218496,6.963977934225,48.8238864516,13429.58
0,24,10,0,0,1,1,4.719874,2.565532,576,100,240,22.277210575876,6.581954443024,12.108987782968,2173.736
0,51,12,0,0,0,0,20.74276,2.538677,2601,144,612,430.2620924176,6.444880910329,52.65916772852,1019.631
0,22,11,0,1,0,1,7.341373,2.535097,484,121,242,53.895757525129,6.426716799409,18.611092668181,14187.65
0,19,12,0,0,0,0,0.3369939,2.518984,361,144,228,0.11356488863721,6.345280392256,0.8488822421976,7118.209
0,52,0,0,1,1,1,0.7739104,2.506452,2704,0,0,0.59893730722816,6.282301628304,1.9397692699008,0
0,21,12,0,0,0,0,2.903633,2.456323,441,144,252,8.431084598689,6.033522680329,7.132260521459,4787.834
0,24,12,0,0,0,0,9.784578,2.413355,576,144,288,95.737966638084,5.824282356025,23.61366023919,0
0,35,8,0,0,1,1,2.241401,2.399032,1225,64,280,5.023878442801,5.755354537024,5.377192723832,9460.406
0,20,13,0,0,0,0,0,2.352484,400,169,260,0,5.534180970256,0,0
0,17,7,1,0,0,1,1.054086,2.286242,289,49,119,1.111097295396,5.226902482564,2.409895684812,1613.677
0,18,10,1,0,0,1,0.3115234,2.284452,324,100,180,0.09704682874756,5.218720940304,0.7116602541768,8154.095
0,28,12,1,0,0,0,6.285328,2.255806,784,144,336,39.505348067584,5.088660709636,14.178480614368,7310.313
0,25,14,0,1,1,0,1.622273,2.239694,625,196,350,2.631769686529,5.016229213636,3.633395104462,1892.968
0,40,12,0,1,0,0,13.6169,2.228952,1600,144,480,185.41996561,4.968227018304,30.3514164888,876.2919
0,50,3,0,0,1,1,3.136786,2.203887,2500,9,150,9.839426409796,4.857117908769,6.913121887182,13976.34
0,48,8,0,0,1,1,16.05031,2.116161,2304,64,384,257.6124510961,4.478137377921,33.96504005991,11600.15
0,17,7,0,1,0,1,0,2.082145,289,49,119,0,4.335327801025,0,6460.621
0,30,12,0,0,1,0,7.347251,2.080355,900,144,360,53.982097257001,4.327876926025,15.284890354105,14475.81
0,30,7,0,0,1,1,0.5740652,2.010532,900,49,210,0.32955085385104,4.042238923024,1.1541764546864,366.4762
0,22,11,0,0,1,1,3.030986,1.976516,484,121,242,9.186876132196,3.906615498256,5.990792324776,0
0,27,12,0,0,1,0,11.49306,1.906694,729,144,324,132.0904281636,3.635482009636,21.91374854364,13419.24
0,25,9,0,0,1,1,23.37797,1.901323,625,81,225,546.5294813209,3.615029150329,44.44907205431,1898.879
0,21,14,0,0,0,0,0.08032994,1.890581,441,196,294,0.0064528992604036,3.574296517561,0.15187025829514,6389.69
0,17,10,0,0,0,1,0,1.88879,289,100,170,0,3.5675276641,0,19993.64
0,39,7,0,0,0,1,7.786126,1.844032,1521,49,273,60.623758087876,3.400454017024,14.357865500032,9206.237
0,18,9,1,0,0,1,1.183397,1.822548,324,81,162,1.400428459609,3.321681212304,2.156797835556,803.8833
0,25,12,0,0,1,0,2.721422,1.754516,625,144,300,7.406137702084,3.078326394256,4.774778441752,1037.364
0,20,8,0,0,1,1,2.360916,1.741984,400,64,160,5.573924359056,3.034508256256,4.112677897344,0
0,19,13,0,0,0,0,2.366794,1.709758,361,169,247,5.601713838436,2.923272418564,4.046644975852,0
0,19,11,0,0,0,1,0,1.693645,361,121,209,0,2.868433386025,0,9853.481
0,22,12,0,0,0,0,10.13725,1.679323,484,144,264,102.7638375625,2.820125738329,17.02371708175,25564.67
0,18,11,1,0,0,1,2.068986,1.623823,324,121,198,4.280703068196,2.636801135329,3.359667053478,20243.38
0,21,10,0,0,0,1,1.767259,1.55579,441,100,210,3.123204373081,2.4204825241,2.74948387961,7675.312
0,24,12,0,0,1,0,7.6431,1.546839,576,144,288,58.41697761,2.392710891921,11.8226451609,3262.82
0,18,11,0,0,0,1,1.273523,1.532516,324,121,198,1.621860831529,2.348605290256,1.951694373868,12489.75
0,17,10,0,0,0,1,0.5681874,1.525355,289,100,170,0.32283692151876,2.326707876025,0.866687491527,6231.573
0,17,10,0,0,0,1,0,1.503871,289,100,170,0,2.261627984641,0,7843.773
0,18,10,0,0,0,1,0,1.491339,324,100,180,0,2.224092012921,0,237.914
0,53,10,0,1,0,1,7.878212,1.489548,2809,100,530,62.066224316944,2.218753244304,11.734974928176,13170.98
0,18,11,1,0,0,1,1.191234,1.478806,324,121,198,1.419038442756,2.186867185636,1.761603986604,3683.972
0,17,10,0,1,0,1,0,1.453742,289,100,170,0,2.113365802564,0,6918.716
0,26,12,1,0,0,0,0,1.448371,676,144,312,0,2.097778553641,0,0
0,39,5,0,0,1,1,13.08202,1.434048,1521,25,195,171.1392472804,2.056493666304,18.76024461696,18323.81
0,18,12,1,0,0,0,1.579169,1.408984,324,144,216,2.493774730561,1.985235912256,2.225023854296,3057.416
0,23,13,0,0,0,0,0.6014949,1.394661,529,169,299,0.36179611472601,1.945079304921,0.8388814787289,4975.505
0,18,8,0,0,0,1,5.02356,1.391081,324,64,144,25.2361550736,1.935106348561,6.98817886836,6756.166
0,28,10,0,0,1,1,7.578444,1.383919,784,100,280,57.432813461136,1.915231798561,10.487952642036,2404.261
0,32,4,0,0,1,1,0,1.378548,1024,16,128,0,1.900394588304,0,0
0,18,11,1,0,0,1,0,1.367806,324,121,198,0,1.870893253636,0,33.98771
0,40,10,0,0,1,1,1.543902,1.342742,1600,100,400,2.383633385604,1.802956078564,2.073062059284,0
0,21,14,0,0,0,0,8.456196,1.33021,441,196,294,71.507250790416,1.7694586441,11.24851648116,16967.26
0,29,10,0,1,0,1,3.732403,1.323048,841,100,290,13.930832154409,1.750456010304,4.938148324344,6694.101
0,31,6,0,0,0,1,2.666562,1.321258,961,36,186,7.110552899844,1.745722702564,3.523216374996,0
0,46,7,0,0,1,1,19.17143,1.317677,2116,49,322,367.5437282449,1.736272676329,25.26175236811,0
0,20,9,0,1,1,1,0,1.283661,400,81,180,0,1.647785562921,0,0
0,36,18,0,0,1,0,3.273935,1.269339,1296,324,648,10.718650384225,1.611221496921,4.155733378965,18227.76
0,45,12,0,0,1,0,16.55972,1.265758,2025,144,540,274.2243264784,1.602143314564,20.96059806776,7987.112
0,16,10,0,0,0,1,1.026656,1.224581,256,100,160,1.054022542336,1.499598625561,1.257223431136,6847.785
0,18,12,0,0,0,0,0.8189735,1.208468,324,144,216,0.67071759370225,1.460394907024,0.989703267598,2232.845
0,40,12,0,1,0,0,11.86728,1.195935,1600,144,480,140.8323345984,1.430260524225,14.1924955068,3873.121
0,16,9,0,0,0,1,0,1.188774,256,81,144,0,1.413183623076,0,2451.548
0,16,10,0,0,0,1,0.5740652,1.181613,256,100,160,0.32955085385104,1.396209281769,0.6783229031676,5578.418
0,28,5,0,1,1,1,10.96798,1.178032,784,25,140,120.2965852804,1.387759393024,12.92063141536,239.3917
0,20,12,0,0,0,0,0,1.147597,400,144,240,0,1.316978874409,0,15554.55
0,19,8,0,0,1,1,0.03918534,1.136855,361,64,152,0.0015354908709156,1.292439291025,0.0445480497057,5327.204
0,16,8,0,0,0,1,0,1.113581,256,64,128,0,1.240062643561,0,542.3257
0,20,11,0,0,1,1,2.547047,1.099258,400,121,220,6.487448420209,1.208368150564,2.799861791126,0
0,35,10,0,0,1,1,4.964782,1.086726,1225,100,350,24.649060307524,1.180973399076,5.395357683732,1745.195
0,32,6,0,1,1,1,0.9796334,1.036597,1024,36,192,0.95968159839556,1.074533340409,1.0154850435398,0
0,32,16,1,0,0,0,17.13575,1.031226,1024,256,512,293.6339280625,1.063427063076,17.6708309295,0
0,17,9,1,0,0,1,0,0.9810968,289,81,153,0,0.96255093097024,0,8900.347
0,16,7,0,0,0,1,0,0.9757258,256,49,112,0,0.95204083678564,0,4728.725
0,32,15,0,0,0,0,0.4898167,0.9685645,1024,225,480,0.23992039959889,0.93811719066025,0.47441906712715,7684.178
0,19,12,0,0,0,0,0.815055,0.9649839,361,144,228,0.664314653025,0.93119392725921,0.7865149526145,12059.73
0,40,12,0,0,1,0,16.85165,0.9614032,1600,144,480,283.9781077225,0.92429611297024,16.20123023528,17717.94
0,50,7,0,0,1,1,11.47347,0.9560323,2500,49,350,131.6405138409,0.91399775864329,10.969007913081,0
0,39,11,0,0,0,1,0,0.9309677,1521,121,429,0,0.86670085844329,0,0
0,18,8,0,1,0,1,0,0.9023226,324,64,144,0,0.81418607447076,0,1306.31
0,39,10,1,0,0,1,0.844444,0.8897903,1521,100,390,0.713085669136,0.79172677797409,0.7513780800932,701.9201
0,17,11,0,1,0,1,0,0.8736774,289,121,187,0,0.76331219927076,0,7759.542
0,17,5,1,0,0,1,0.09600407,0.8683065,289,25,85,0.0092167814565649,0.75395617794225,0.083360958007455,0
0,19,12,0,0,0,0,2.425572,0.8611452,361,144,228,5.883399527184,0.74157105548304,2.0887696850544,2587.499
0,27,15,0,0,0,0,0,0.8575645,729,225,405,0,0.73541687166025,0,3392.86
0,18,11,1,0,0,1,0.58778,0.8414516,324,121,198,0.3454853284,0.70804079514256,0.494588421448,7933.914
0,20,14,0,0,1,0,0,0.8056452,400,196,280,0,0.64906418828304,0,1454.083
0,20,12,0,0,1,0,12.14549,0.7913226,400,144,240,147.5129273401,0.62619145727076,9.611000725074,13683.75
0,19,13,1,0,0,0,1.714358,0.7859516,361,169,247,2.939023352164,0.61771991754256,1.3474024130728,9067.33
0,24,8,0,0,1,1,0.2135601,0.7608871,576,64,192,0.04560791631201,0.57894917894641,0.16249512516471,2340.719
0,27,12,0,0,1,0,4.22222,0.7519355,729,144,324,17.8271417284,0.56540699616025,3.17483710681,0
0,19,9,0,0,0,1,0.7739104,0.6767419,361,81,171,0.59893730722816,0.45797959921561,0.52373759452576,5647.871
0,52,8,1,0,1,1,5.454599,0.666,2704,64,416,29.752650250801,0.443556,3.632762934,0
0,18,11,0,1,0,1,0,0.6301935,324,121,198,0,0.39714384744225,0,0
0,16,10,0,1,0,1,0,0.6301935,256,100,160,0,0.39714384744225,0,3892.332
0,18,12,0,1,0,0,0,0.6301935,324,144,216,0,0.39714384744225,0,4843.988
0,45,12,0,0,0,0,4.473006,0.6087097,2025,144,540,20.007782676036,0.37052749887409,2.7227621403582,0
0,21,14,0,0,0,0,9.708167,0.5943871,441,196,294,94.248506499889,0.35329602464641,5.7704092294457,2256.488
0,36,8,0,0,1,1,2.715544,0.5854355,1296,64,288,7.374179215936,0.34273472466025,1.589775859412,0
0,21,13,0,0,0,0,0.5133279,0.5782742,441,169,273,0.26350553291841,0.33440105038564,0.29684428071018,0
0,41,7,0,0,1,1,19.57308,0.5657419,1681,49,287,383.1054606864,0.32006389741561,11.073311468052,0
0,18,7,0,0,0,1,0.491776,0.5585806,324,49,126,0.241843634176,0.31201228669636,0.2746965331456,642.8111
0,39,9,0,0,0,1,11.23052,0.5370968,1521,81,351,126.1245794704,0.28847297257024,6.031876354336,5752.79
0,19,3,0,0,1,1,0,0.5370968,361,9,57,0,0.28847297257024,0,0
0,32,13,0,0,1,0,12.55302,0.5245645,1024,169,416,157.5783111204,0.27516791466025,6.58486865979,15353.58
0,16,9,0,0,0,1,0,0.4851774,256,81,144,0,0.23539710947076,0,4112.513
0,16,7,0,0,0,1,0.6583136,0.4798065,256,49,112,0.43337679594496,0.23021427744225,0.3158631443184,6210.885
0,21,9,1,0,0,1,1.030574,0.4708548,441,81,189,1.062082769476,0.22170424268304,0.4852507146552,1223.558
0,22,12,0,0,1,0,12.09651,0.4690645,484,144,264,146.3255541801,0.22002150516025,5.674043414895,14289.62
0,23,11,0,1,1,1,8.946012,0.4690645,529,121,253,80.031130704144,0.22002150516025,4.196256645774,4776.012
0,17,8,1,0,0,1,0,0.4511613,289,64,136,0,0.20354651861769,0,0
0,21,8,0,0,1,1,5.699507,0.3885,441,64,168,32.484380043049,0.15093225,2.2142584695,8844.194
0,18,10,0,0,0,1,0,0.3867097,324,100,180,0,0.14954439207409,0,0
0,24,12,0,0,1,0,9.051813,0.327629,576,144,288,81.935318586969,0.107340761641,2.965636441377,8547.171
0,24,12,1,0,1,0,4.232016,0.3204677,576,144,288,17.909959424256,0.10269954674329,1.3562244338832,1273.8
0,16,9,0,0,0,1,0,0.3204677,256,81,144,0,0.10269954674329,0,3707.616
0,20,8,0,0,1,1,0.6210876,0.3061452,400,64,160,0.38574980687376,0.09372488348304,0.19014298751952,5551.819
0,42,8,0,0,0,1,17.92533,0.3007742,1764,64,336,321.3174556089,0.09046511938564,5.391476790486,14116.72
0,17,8,0,1,0,1,0.3918534,0.3007742,289,64,136,0.15354908709156,0.09046511938564,0.11785939290228,18891.26
0,19,8,0,1,0,1,0.3683422,0.3007742,361,64,152,0.13567597630084,0.09046511938564,0.11078783053124,18510
0,17,9,1,0,0,1,0,0.2971935,289,81,153,0,0.08832397644225,0,54.67588
0,21,14,0,0,0,0,0.1077597,0.2936129,441,196,294,0.01161215294409,0.08620853504641,0.03163963802013,7698.955
0,16,9,1,0,0,1,0,0.2775,256,81,144,0,0.07700625,0,3983.951
0,23,13,1,0,0,0,0.1724155,0.272129,529,169,299,0.02972710464025,0.074054192641,0.0469192575995,582.2243
0,16,9,0,0,0,1,0.411446,0.2542258,256,81,144,0.169287810916,0.06463075738564,0.1046001885068,1725.985
0,17,11,0,1,0,1,0.8032994,0.2488548,289,121,187,0.64528992604036,0.06192871148304,0.19990491152712,5173.521
0,46,7,0,0,0,1,1.081515,0.2452742,2116,49,322,1.169674695225,0.06015943318564,0.265267726413,0
0,32,10,0,0,1,1,4.145809,0.2381129,1024,100,320,17.187732264481,0.05669775314641,0.9871706038361,8245.714
0,18,11,0,0,0,1,0.1312709,0.2184194,324,121,198,0.01723204918681,0.04770703429636,0.02867211121546,7503.896
0,23,12,0,1,1,0,0,0.216629,529,144,276,0,0.046928123641,0,0
0,18,10,0,0,1,1,0,0.2112581,324,100,180,0,0.04462998481561,0,14053.18
0,19,10,1,0,0,1,1.056045,0.2058871,361,100,190,1.115231042025,0.04238949794641,0.2174260425195,0
0,16,7,1,0,0,1,0.1332301,0.2058871,256,49,112,0.01775025954601,0.04238949794641,0.02743035892171,6145.865
0,26,7,0,0,1,1,1.538024,0.1897742,676,49,182,2.365517824576,0.03601424698564,0.2918772741808,650.1997
0,16,10,0,0,0,1,0,0.1897742,256,100,160,0,0.03601424698564,0,2136.793
0,17,10,0,0,0,1,0,0.1826129,289,100,170,0,0.03334747124641,0,6423.677
0,17,10,0,0,0,1,0,0.171871,289,100,170,0,0.029539640641,0,1483.637
0,23,8,0,0,1,1,0.03330754,0.1665,529,64,184,0.0011093922208516,0.02772225,0.00554570541,0
0,29,12,0,0,1,0,14.6416,0.1629194,841,144,348,214.37645056,0.02654273089636,2.38540068704,9473.705
0,17,10,0,0,0,1,0,0.1521774,289,100,170,0,0.02315796107076,0,10301.23
0,49,8,0,0,1,1,14.6847,0.1360645,2401,64,392,215.64041409,0.01851354816025,1.99806636315,14963.46
0,20,10,0,0,1,1,6.563544,0.1342742,400,100,200,43.080109839936,0.01802956078564,0.8813146197648,15363.92
0,40,16,0,0,1,0,0,0.1145806,1600,256,640,0,0.01312871389636,0,0
0,19,10,0,0,0,1,1.933796,0.1127903,361,100,190,3.739566969616,0.01272165177409,0.2181134309788,675.321
0,18,11,0,0,0,1,1.481206,0.05729032,324,121,198,2.193971214436,0.0032821807657024,0.08485876572592,1421.573
0,16,6,1,0,0,1,0,0.04475806,256,36,96,0,0.0020032839349636,0,0
0,22,8,0,0,1,1,0.1058004,0.04296774,484,64,176,0.01119372464016,0.0018462266807076,0.004546004079096,209.8372
0,31,12,1,0,1,0,0,0.04296774,961,144,372,0,0.0018462266807076,0,11023.84
0,20,11,0,0,1,1,4.478884,0.0393871,400,121,220,20.060401885456,0.00155134364641,0.1764102519964,6280.338
0,17,11,0,1,0,1,0.6014949,0.01074194,289,121,187,0.36179611472601,0.0001153892749636,0.006461222126106,1913.656
0,50,12,0,0,1,0,25.86232,0,2500,144,600,668.8595957824,0,0,25564.67
0,49,14,0,0,1,0,25.86232,0,2401,196,686,668.8595957824,0,0,25564.67
0,47,9,0,0,1,1,25.86232,0,2209,81,423,668.8595957824,0,0,25564.67
0,34,11,0,1,1,1,22.19849,0,1156,121,374,492.7729582801,0,0,0
0,22,8,1,0,1,1,16.96137,0,484,64,176,287.6880722769,0,0,959.0445
0,27,12,0,0,1,0,15.50956,0,729,144,324,240.5464513936,0,0,12593.19
0,30,10,0,0,1,1,14.91394,0,900,100,300,222.4256063236,0,0,11563.21
0,52,12,0,0,1,0,14.78071,0,2704,144,624,218.4693881041,0,0,25564.67
0,43,12,0,0,1,0,13.32105,0,1849,144,516,177.4503731025,0,0,16860.86
0,27,9,0,1,1,1,12.82928,0,729,81,243,164.5904253184,0,0,0
0,35,13,0,0,0,0,9.537711,0,1225,169,455,90.967931119521,0,0,11269.14
0,45,12,0,0,1,0,9.277128,0,2025,144,540,86.065103928384,0,0,12108.49
0,22,11,1,0,1,1,9.049853,0,484,121,242,81.899839321609,0,0,9088.018
0,22,12,0,0,1,0,9.022424,0,484,144,264,81.404134835776,0,0,3342.618
0,23,11,0,0,1,1,8.910745,0,529,121,253,79.401376455025,0,0,4183.444
0,55,7,0,0,1,1,8.832375,0,3025,49,385,78.010848140625,0,0,0
0,26,14,0,0,0,0,8.411132,0,676,196,364,70.747141521424,0,0,0
0,34,12,0,0,0,0,8.125079,0,1156,144,408,66.016908756241,0,0,6032.08
0,22,11,0,0,0,1,8.013401,0,484,121,242,64.214595586801,0,0,5748.356
0,31,12,0,0,0,0,6.156016,0,961,144,372,37.896532992256,0,0,4094.78
0,19,12,0,0,0,0,5.79747,0,361,144,228,33.6106584009,0,0,2160.436
0,24,10,0,0,1,1,5.523173,0,576,100,240,30.505439987929,0,0,5040.525
0,36,12,0,0,1,0,5.374269,0,1296,144,432,28.882767284361,0,0,0
0,20,9,0,0,1,1,5.229283,0,400,81,180,27.345400694089,0,0,15892.95
0,23,8,0,0,1,1,4.610155,0,529,64,184,21.253529124025,0,0,0
0,35,11,0,0,1,1,3.975352,0,1225,121,385,15.803423523904,0,0,21963.45
0,23,12,0,0,0,0,3.893063,0,529,144,276,15.155939521969,0,0,16324.45
0,29,10,0,0,0,1,3.751996,0,841,100,290,14.077473984016,0,0,251.2135
0,24,9,0,0,1,1,3.438513,0,576,81,216,11.823371651169,0,0,818.6605
0,18,10,0,0,0,1,3.360143,0,324,100,180,11.290560980449,0,0,0
0,45,8,1,0,0,1,3.299405,0,2025,64,360,10.886073354025,0,0,31.03226
0,21,13,0,1,0,0,3.015312,0,441,169,273,9.092106457344,0,0,17627.8
0,29,13,0,0,1,0,2.7802,0,841,169,377,7.72951204,0,0,14339.86
0,21,15,0,0,0,0,2.629336,0,441,225,315,6.913407800896,0,0,1717.118
0,22,16,1,0,0,0,2.56468,0,484,256,352,6.5775835024,0,0,116.7404
0,24,12,1,0,1,0,2.355039,0,576,144,288,5.546208691521,0,0,2448.593
0,20,14,0,0,0,0,2.210053,0,400,196,280,4.884334262809,0,0,2813.591
0,19,6,1,0,0,1,1.955348,0,361,36,114,3.823385801104,0,0,14998.92
0,19,9,0,1,0,1,1.822118,0,361,81,171,3.320114005924,0,0,3372.172
0,19,12,1,0,0,0,1.681051,0,361,144,228,2.825932464601,0,0,0
0,20,13,0,0,0,0,1.65754,0,400,169,260,2.7474388516,0,0,913.235
0,19,12,1,0,0,0,1.65558,0,361,144,228,2.7409451364,0,0,0
0,26,5,0,0,1,1,1.573291,0,676,25,130,2.475244570681,0,0,3700.227
0,26,9,0,1,0,1,1.563495,0,676,81,234,2.444516615025,0,0,2862.356
0,23,12,0,0,0,0,1.504717,0,529,144,276,2.264173250089,0,0,0
0,20,9,0,1,0,1,1.500798,0,400,81,180,2.252394636804,0,0,12618.31
0,20,10,0,0,0,1,1.412631,0,400,100,200,1.995526342161,0,0,6290.682
0,36,11,0,0,1,1,1.404794,0,1296,121,396,1.973446182436,0,0,0
0,39,12,0,0,1,0,1.289198,0,1521,144,468,1.662031483204,0,0,1202.869
0,17,9,1,0,0,1,1.222582,0,289,81,153,1.494706746724,0,0,422.6298
0,55,3,0,0,0,1,1.208868,0,3025,9,165,1.461361841424,0,0,0
0,28,8,0,0,1,1,1.20299,0,784,64,224,1.4471849401,0,0,19516.33
0,19,12,0,1,0,0,1.058004,0,361,144,228,1.119372464016,0,0,8923.991
0,37,7,0,0,1,1,0.9639593,0,1369,49,259,0.92921753205649,0,0,0
0,16,9,0,0,1,1,0.9208554,0,256,81,144,0.84797466770916,0,0,15997.87
0,17,10,0,0,0,1,0.646558,0,289,100,170,0.418037247364,0,0,9438.24
0,24,12,1,0,0,0,0.5662281,0,576,144,288,0.32061426122961,0,0,2284.565
0,19,11,0,0,0,1,0.5407576,0,361,121,209,0.29241878195776,0,0,3406.16
0,50,5,1,0,1,1,0.411446,0,2500,25,250,0.169287810916,0,0,9166.338
0,19,9,1,0,0,1,0.3840163,0,361,81,171,0.14746851866569,0,0,0
0,36,1,1,0,0,1,0.3487495,0,1296,1,36,0.12162621375025,0,0,0
0,18,11,0,0,0,1,0.3213198,0,324,121,198,0.10324641387204,0,0,7722.599
0,16,7,0,1,0,1,0.2899715,0,256,49,112,0.08408347081225,0,0,7515.717
0,21,11,0,0,1,1,0.2468676,0,441,121,231,0.06094361192976,0,0,6708.879
0,55,6,0,0,1,1,0.1116782,0,3025,36,330,0.01247202035524,0,0,0
0,37,12,0,0,0,0,0.04898167,0,1369,144,444,0.0023992039959889,0,0,877.7696
0,26,12,0,1,1,0,0.0470224,0,676,144,312,0.00221110610176,0,0,0
0,54,12,0,0,1,0,0,0,2916,144,648,0,0,0,0
0,50,12,0,0,1,0,0,0,2500,144,600,0,0,0,0
0,16,8,0,0,0,1,0,0,256,64,128,0,0,0,2559.422
0,16,9,0,1,0,1,0,0,256,81,144,0,0,0,0
0,18,10,1,0,0,1,0,0,324,100,180,0,0,0,2281.61
0,40,11,1,0,1,1,0,0,1600,121,440,0,0,0,0
0,16,8,0,0,0,1,0,0,256,64,128,0,0,0,0
0,16,9,1,0,0,1,0,0,256,81,144,0,0,0,2158.959
0,26,14,0,0,0,0,0,0,676,196,364,0,0,0,6717.745
0,20,9,1,0,0,1,0,0,400,81,180,0,0,0,6083.8
0,20,12,1,0,0,0,0,0,400,144,240,0,0,0,0
0,18,11,1,0,0,1,0,0,324,121,198,0,0,0,0
0,46,11,1,0,1,1,0,0,2116,121,506,0,0,0,2820.98
0,17,8,1,0,0,1,0,0,289,64,136,0,0,0,12760.17
0,16,9,0,0,0,1,0,0,256,81,144,0,0,0,4974.028
0,30,10,0,0,1,1,0,0,900,100,300,0,0,0,3151.991
0,33,12,0,1,1,0,0,0,1089,144,396,0,0,0,5841.453
0,34,12,1,0,1,0,0,0,1156,144,408,0,0,0,18716.88
0,21,13,1,0,0,0,0,0,441,169,273,0,0,0,17941.08
0,29,11,0,0,1,1,0,0,841,121,319,0,0,0,0
0,19,12,0,0,0,0,0,0,361,144,228,0,0,0,0
0,31,4,0,1,0,1,0,0,961,16,124,0,0,0,1161.493
0,19,12,0,1,0,0,0,0,361,144,228,0,0,0,18573.55
0,20,12,1,0,0,0,0,0,400,144,240,0,0,0,11594.24
0,55,4,1,0,0,1,0,0,3025,16,220,0,0,0,0
0,19,11,1,0,0,1,0,0,361,121,209,0,0,0,16485.52
0,18,11,1,0,0,1,0,0,324,121,198,0,0,0,7146.286
0,48,13,0,0,1,0,0,0,2304,169,624,0,0,0,0
0,16,9,0,1,1,1,0,0,256,81,144,0,0,0,6821.186
0,17,10,1,0,0,1,0,0,289,100,170,0,0,0,0
0,38,12,0,0,1,0,0,0,1444,144,456,0,0,0,18756.78
0,34,8,0,0,1,1,0,0,1156,64,272,0,0,0,2664.341
